#{"t_start": 1781067216.554743, "env_id": "None"}
r,l,t
-28.0,256,719.274188
-11.252608,114,719.345543
-0.8637672,66,726.636624
-28.0,256,726.79765
-12.0,256,727.423191
-12.0,256,727.902115
-33.0,256,728.39637
0.8267973,82,728.443136
-13.0,256,728.564464
-0.8882919,55,728.817805
-26.0,256,729.209649
-0.69033504,135,729.611929
-14.0,256,730.542725
-9.515877,197,730.935044
-21.0,256,731.023868
0.99412334,4,731.058198
0.7930361,96,731.269257
-45.0,256,731.782219
-15.0,256,732.799789
-28.0,256,732.909082
-17.0,256,733.116284
0.8838835,57,733.196483
-9.614724,219,733.283537
0.9121575,44,733.409569
0.88609046,56,733.7963
-11.1851,87,733.872974
-18.0,256,734.592453
-6.0,256,734.857094
0.85695684,69,735.024697
-26.475986,199,735.141628
-34.0,256,735.479304
-0.875,61,735.616194
-0.7315437,120,735.754019
-27.0,256,737.152141
-12.477087,187,737.338801
-0.8772293,60,737.606137
-51.0,256,737.624197
-31.0,256,737.725176
0.9478594,27,737.912421
-15.290136,128,738.897484
-8.0,256,739.246433
-37.0,256,739.474294
-37.0,256,739.48942
0.92280143,39,739.746608
-17.335615,144,740.2075
-28.0,256,740.751656
0.91429615,43,741.110078
-27.0,256,741.419316
-18.0,256,741.723739
-10.805256,91,748.509553
-0.96420306,19,748.559412
0.89486384,52,748.870836
0.0,256,748.933525
-0.881671,58,749.275377
0.8315084,80,749.778106
-23.0,256,749.894502
-47.0,256,750.270865
-45.0,256,750.587693
-0.8244316,83,750.812422
-23.0,256,751.465415
-23.197643,247,751.512367
-0.88609046,56,751.850224
-5.1007814,50,752.201703
-16.0,256,752.343792
-13.0,256,752.567165
0.96217525,20,781.454812
-9.822059,84,781.883037
-12.0,256,781.897727
-17.0,256,782.530585
0.98821175,7,782.571139
-0.9901862,6,782.610801
-10.0,256,782.641384
-17.30403,133,782.736502
-17.0,256,783.572306
-12.375,157,783.773483
-17.0,256,784.308398
-8.2578535,116,784.341866
-12.0,256,784.368471
-0.98425096,9,784.422602
0.96824586,17,784.519144
-0.92491555,38,784.726815
0.8244316,83,785.298129
-0.94991773,26,785.490554
-9.0,256,785.63389
0.96217525,20,785.647961
-17.484612,189,785.723548
0.9702609,16,785.766836
-0.875,61,786.122169
-24.0,256,786.35012
0.7905694,97,786.998143
0.6817945,138,787.10703
-28.0,256,787.422645
0.0,256,787.583173
-3.8660254,65,787.606672
-12.234534,107,788.401313
-16.0,256,788.851509
-15.8125,248,789.163486
-4.0,256,789.32101
0.9206825,40,789.40904
-12.0,256,790.041582
-22.0,256,790.504864
0.9601432,21,790.651641
-34.698772,132,790.881258
-36.0,256,790.995304
-17.0,256,797.492271
-0.9354144,33,797.759179
-0.8052562,91,797.948178
-0.89704376,51,798.095174
-1.788095,98,798.106117
-19.59948,165,798.17696
-7.231987,106,798.759351
-0.6614378,145,799.047161
-0.85923296,68,799.461689
-8.0,256,799.513949
-3.0,256,799.666454
-0.42389563,211,800.049255
-6.3012285,132,800.317672
0.85238636,71,800.606479
-0.875,61,801.047875
-19.0,256,801.277848
-1.0,256,801.453321
-8.852386,71,801.902001
-18.0,256,802.109014
-0.85009193,72,802.46743
-10.0,256,802.800182
-4.3125,232,802.894073
0.8660254,65,803.227828
-8.326855,141,803.480184
0.881671,58,803.742744
0.0,256,804.017576
-8.273815,122,804.384527
-17.0,256,804.776785
0.0,256,805.500031
0.99215674,5,805.535018
-0.74477345,115,805.546869
-0.9601432,21,805.693133
0.0,256,805.782606
-10.0,256,806.155528
-16.0,256,807.332624
-6.0,256,807.477851
0.0,256,807.567598
-29.0,256,807.884926
-0.7577722,110,808.042759
-0.36878094,155,809.065811
-9.0,256,809.37732
-2.0,256,809.484808
0.8705243,63,809.858849
0.0,256,810.058844
-13.0,256,810.953065
-7.0,256,811.250571
-12.0,256,811.626183
-13.0,256,818.223656
0.95197165,25,818.384709
-0.96217525,20,818.510603
-2.5448623,181,818.859033
-16.0,256,819.019673
-0.8172935,86,819.566433
-8.0,256,819.705254
-1.0,256,820.310132
0.0,256,820.732884
-0.67023784,142,820.823218
-0.9822646,10,820.910785
-4.6047153,217,821.232541
0.6789238,139,821.283472
0.92280143,39,821.485651
0.91001374,45,821.567357
0.9722718,15,821.599166
0.7421464,116,821.676479
-20.0,256,822.542804
-0.8838835,57,822.940723
-14.0,256,823.362583
-18.0,256,823.393497
0.0,256,823.464915
-8.0,256,824.523808
0.9722718,15,824.624493
-2.0,256,824.922795
-14.0,256,824.946542
-10.0,256,825.023594
-0.7930361,96,825.226836
-0.8267973,82,825.589498
-6.669281,229,826.573389
-19.0,256,826.747047
-0.93958104,31,826.803527
-22.0,256,827.049727
-0.8385255,77,827.236934
-6.0,256,827.375213
0.0,256,828.437583
-5.0,256,828.651087
-5.3479853,226,828.809189
-23.0,256,828.897493
0.9164299,42,829.193227
-0.76034534,109,829.882586
-38.0,256,830.130574
-5.0,256,830.437146
-0.89267856,53,830.591487
-6.0,256,830.64907
-2.9702609,16,830.731156
-0.9802742,11,830.820473
0.9291293,36,831.111395
-8.0,256,831.923214
0.96420306,19,832.064457
-18.70026,234,838.816349
0.0,256,838.827232
0.96420306,19,838.956458
-0.7930361,96,839.117696
-6.0,256,839.348501
0.76034534,109,839.86843
-1.3307189,229,840.408854
0.0,256,840.701398
-8.0,256,841.109893
0.60596,163,841.466959
0.0,256,841.575212
0.7043392,130,842.339199
-1.0,256,842.401692
0.8838835,57,842.823835
-11.0,256,842.848418
-0.85923296,68,842.848478
0.0,256,843.317243
0.0,256,844.731316
-6.0,256,844.765026
0.0,256,844.765082
-21.279509,237,845.192979
0.788095,98,845.463136
-1.0,256,846.457797
0.0,256,846.477185
0.89921844,50,846.768282
-6.0,256,846.815257
-0.92280143,39,847.109763
-0.7979466,94,847.124867
0.0,256,847.151578
0.9702609,16,847.242042
-2.6846533,137,848.051512
-0.625,157,848.261202
0.0,256,848.536626
0.0,256,848.832075
0.0,256,849.770197
-1.0,256,849.966398
-0.8705243,63,850.17956
-0.9354144,33,850.19124
0.0,256,850.219533
0.0,256,850.548304
-0.7180703,125,851.034524
0.3423266,227,851.854091
0.47598583,199,852.052445
0.0,256,852.1601
0.0,256,859.662965
0.96217525,20,859.78271
0.35355338,225,860.126924
-0.881671,58,860.212663
0.0,256,860.567135
0.0,256,860.632636
0.82205915,84,860.780841
-0.9762812,13,860.864654
0.71260965,127,861.127154
0.9078649,46,861.181535
0.9078649,46,861.439991
-8.847792,73,861.909215
0.0,256,862.341335
0.0,256,862.400527
0.9270248,37,862.626544
0.7730823,104,862.626614
0.0,256,862.870356
0.84779125,73,863.326825
-0.93332404,34,863.547221
0.0,256,863.982965
0.0,256,864.298059
-5.0,256,864.298117
-0.84779125,73,864.476355
-7.0,256,865.368702
0.9164299,42,865.651084
-1.0,256,866.096287
-8.0,256,866.096346
-0.8315084,80,866.195013
-3.0,256,866.269587
-1.933324,34,866.509239
-0.872765,62,866.530157
-0.8172935,86,867.024129
-0.8172935,86,867.554575
-33.0,256,867.743815
-3.0,256,867.831438
0.0,256,868.145828
-0.5448624,181,868.76724
0.9457966,28,868.959197
0.0,256,869.43617
0.0,256,869.531246
0.0,256,869.834165
-0.833854,79,870.368621
-8.0,256,870.641601
0.7781187,102,871.012749
-7.0,256,871.125652
0.96420306,19,871.183855
-7.0,256,871.254611
0.9375,32,871.376997
-0.9291293,36,871.498668
-0.9078649,46,871.697888
-0.9270248,37,871.761068
-0.60917467,162,872.236109
0.0,256,872.349791
-0.40019527,216,873.057755
0.0,256,879.911864
-0.7421464,116,880.310407
-14.0,256,880.427049
0.0,256,880.543204
-0.9375,32,880.653627
0.6343057,154,881.434189
-1.0,256,881.684074
0.8660254,65,881.876143
0.0,256,910.703623
0.0,256,910.788367
-0.85695684,69,911.258336
0.0,256,911.754054
0.0,256,912.011652
-0.64043444,152,912.341415
0.0,256,912.471221
0.0,256,913.626708
0.0,256,913.820227
0.0,256,914.143273
0.0,256,914.270909
0.92280143,39,914.393813
-0.96420306,19,914.536282
0.0,103,914.968945
-0.045978904,24,915.125914
0.0,256,915.310497
0.0,256,915.519517
-0.872765,62,915.925826
-0.6643841,144,916.069706
0.0,256,916.234703
-0.8705243,63,916.352552
-0.8291562,81,916.901452
-3.0,256,917.068573
-0.93332404,34,917.182235
-1.0,256,917.861952
0.0,256,918.003761
-13.0,256,918.783338
0.0,256,918.886556
-0.6731456,141,918.941207
0.0,256,919.506808
-0.95606613,23,919.678069
0.9662266,18,919.799289
0.5340002,184,920.119253
0.0,256,920.548301
0.0,256,920.694245
0.77055174,105,920.896318
-0.9206825,40,921.011017
-0.6673174,143,921.612834
-0.98623335,8,921.677196
-5.0,256,921.706651
0.7551904,111,929.082602
0.6846532,137,929.277829
-11.0,256,929.368449
-1.0,256,929.499696
-0.8431711,75,929.763128
-4.2094307,97,929.954457
0.65550554,147,930.327401
0.0,256,930.685546
-0.88609046,56,931.011957
0.0,256,931.346584
0.0,256,931.550792
-2.0,256,931.982333
0.0,256,932.786223
0.0,256,933.116861
0.9822646,10,933.191067
0.0,256,933.38453
0.84779125,73,933.743407
0.0,256,933.857179
-0.8149003,87,934.019365
0.0,256,934.591661
-0.96420306,19,934.705078
0.6846532,137,934.767941
0.0,256,935.4547
-2.0,256,935.718721
-0.9437293,29,935.906377
-0.9375,32,936.108685
-0.9540211,24,936.318754
0.0,256,936.465776
0.9540211,24,936.49561
0.98821175,7,936.534608
0.0,256,936.546361
0.881671,58,936.892332
-0.8267973,82,937.118911
0.0,256,937.270325
-0.8196798,85,937.496917
-2.0,256,938.319305
0.9457966,28,938.488423
0.0,256,938.861266
0.0,256,939.024647
-2.0,256,939.288569
-0.6846532,137,940.019319
-1.4635124,202,940.342089
0.0,256,940.358902
-7.0,256,941.183243
-0.6846532,137,941.386043
0.7781187,102,941.838787
0.0,256,941.85118
0.0,256,942.150079
0.5153882,189,942.589929
-0.5694021,174,949.509719
0.903552,48,949.846816
-0.4635124,202,949.987331
0.0,256,950.095688
-0.89486384,52,950.227156
-0.87945294,59,950.425373
0.0,256,950.845068
0.81009257,89,951.615239
-0.5,193,951.676255
0.0,256,952.006452
0.0,256,952.362649
-0.8267973,82,952.614728
-0.6218671,158,952.769643
0.5694021,174,952.924272
-0.6760409,140,953.712267
0.9416574,30,953.928247
0.4800716,198,953.987466
0.0,256,954.14872
-0.80282706,92,954.587892
-0.85695684,69,954.647973
0.0,256,954.748436
0.836193,78,955.317242
0.0,256,955.790614
0.93122905,35,956.035019
-0.91429615,43,956.33795
-4.0,256,956.38195
0.0,256,956.429327
0.93122905,35,956.658349
-0.88609046,56,956.866356
0.8882919,55,957.112326
-9.0,256,957.157203
-0.80282706,92,957.708199
-0.99608606,3,957.733327
0.0,256,958.200994
-0.16535945,250,958.636551
-0.85923296,68,958.668403
0.0,256,958.957947
0.0,256,959.735642
0.0,256,960.649207
0.0,256,960.690535
-0.94991773,26,960.866629
0.0,256,960.966586
0.807678,90,961.339181
-3.0,256,961.573705
-0.9601432,21,961.738445
-0.96824586,17,961.857816
-0.5115845,190,962.282519
0.0,256,962.625437
-0.872765,62,963.150925
0.0,256,963.199305
0.0,256,963.790862
0.8244316,83,963.876191
0.0,256,964.330102
-0.60596,163,971.865081
0.0,256,972.027855
0.0,256,972.563937
0.7043392,130,972.789321
0.71260965,127,972.91555
-1.8125,248,972.931453
-0.95606613,23,972.974977
-0.9291293,36,973.219316
-0.90571105,47,973.288047
0.89267856,53,973.365986
0.55551213,178,973.808092
0.79549515,95,973.842849
0.7930361,96,974.462733
0.572822,173,974.515882
-0.63024503,222,974.762907
0.85238636,71,975.20739
0.35355338,225,975.326854
0.8244316,83,975.749103
0.0,256,976.139933
0.0,256,976.222411
0.7979466,94,976.866506
0.0,256,977.097974
0.9013878,49,977.478703
-1.0,256,977.61052
-0.5493061,205,977.655741
0.88609046,56,978.000486
0.94991773,26,978.174251
0.4635124,202,978.333918
-0.8682777,64,978.634317
0.0,256,979.298854
0.0,256,979.44035
0.0,256,980.083404
0.0,256,980.366097
0.9540211,24,980.571269
0.55551213,178,980.679553
-0.8772293,60,980.996114
-2.0,256,981.088596
-0.8904879,54,981.430703
0.34798527,226,981.75701
0.76546556,107,981.8654
0.6027282,164,981.886751
0.79549515,95,982.479691
0.7680129,106,982.673563
0.0,256,983.252675
0.48412293,197,983.280773
0.9702609,16,983.402857
0.85467464,70,984.061581
0.0,256,984.444934
0.0,256,984.625667
0.97827977,12,984.69866
0.0,256,985.230638
0.0,256,985.793354
0.4635124,202,992.251721
0.9901862,6,992.286761
-0.85923296,68,992.69137
0.0,256,992.847798
-0.89704376,51,993.000817
0.0,256,993.356417
0.0,256,993.905094
-0.80039054,93,993.920679
-0.85923296,68,994.384654
0.0,256,994.528846
0.0,256,994.68389
0.8315084,80,995.044094
-0.87945294,59,995.068728
0.35355338,225,995.470046
0.0,256,996.118235
-0.4677072,201,996.442523
0.0,256,996.848223
0.0,256,997.328794
-0.96824586,17,997.462264
0.0,256,998.203754
0.0,256,998.514282
0.0,256,998.931469
-0.8705243,63,999.012983
0.0,256,999.571457
-0.6643841,144,1000.161303
0.0,256,1000.26169
0.91855866,41,1000.510798
0.8904879,54,1000.678616
0.0,256,1001.016094
-0.836193,78,1001.030767
0.8052562,91,1001.282047
0.0,256,1001.500884
-0.96217525,20,1001.673348
-0.8385255,77,1001.871011
0.90571105,47,1002.211857
0.8385255,77,1002.24562
0.9478594,27,1002.48766
0.88609046,56,1002.978459
0.0,256,1003.055458
0.0,256,1003.068054
-0.5153882,189,1003.747545
-0.99608606,3,1003.777121
-0.7680129,106,1003.852395
-0.97427857,14,1003.955064
0.73420876,119,1004.621674
0.0,256,1004.864709
0.0,256,1004.935912
0.0,256,1005.878688
-0.881671,58,1006.368608
0.48412293,197,1006.514538
0.0,256,1006.66288
0.0,256,1006.903516
-0.9437293,29,1007.127215
0.85467464,70,1014.223453
-0.4800716,198,1014.638393
0.20728905,246,1014.713409
0.0,256,1014.891853
0.0,256,1044.215556
0.21650635,245,1044.541727
0.0,256,1044.66909
0.0,256,1044.814714
-0.8772293,60,1045.01126
0.80039054,93,1045.58926
0.0,256,1045.725641
0.4881406,196,1045.972242
0.98623335,8,1046.019702
0.0,256,1046.040781
0.9354144,33,1046.239264
0.0,256,1047.015649
0.0,256,1047.158366
0.0,256,1047.462121
0.0,256,1047.721989
-0.52663434,186,1048.127843
0.6731456,141,1048.33354
-0.75259966,112,1048.377518
0.92280143,39,1048.568611
0.0,256,1048.689533
0.8315084,80,1048.847764
0.8660254,65,1049.210891
0.0,256,1049.60137
0.0,256,1050.035481
0.0,256,1050.17116
-0.875,61,1050.422186
0.0,256,1050.725552
0.81009257,89,1050.941173
0.0,256,1051.143501
0.0,256,1051.683975
0.76546556,107,1051.752708
0.95606613,23,1051.914176
-0.3125,232,1052.077043
-0.9822646,10,1052.144152
-0.4506939,205,1052.155394
0.8196798,85,1052.209284
-1.9742786,14,1052.248804
0.89704376,51,1052.489788
0.9662266,18,1052.606445
-0.59292704,167,1053.243565
0.0,256,1053.444206
0.0,256,1053.731466
0.0,256,1054.101922
0.89486384,52,1054.391035
-0.44194174,207,1054.472759
0.49607837,194,1054.589927
0.88609046,56,1060.98578
0.0,256,1061.291926
-0.807678,90,1061.482575
0.0,256,1061.914183
0.0,256,1061.974711
-0.5,193,1062.561994
0.0,256,1062.739583
0.21650635,245,1063.43576
0.0,256,1063.447394
-0.6846532,137,1063.595353
0.4677072,201,1063.813018
0.7043392,130,1064.253198
-0.807678,90,1064.827132
0.0,256,1065.041807
0.16535945,250,1065.160281
0.8125,88,1065.359719
0.0,256,1065.421233
0.8172935,86,1065.71039
0.9078649,46,1065.724937
0.97827977,12,1065.785455
0.85923296,68,1065.804558
0.9164299,42,1066.034798
0.5484353,180,1066.150564
0.7153452,126,1066.507647
0.79549515,95,1066.59717
-0.95197165,25,1066.751436
-1.4284784,210,1066.981184
-0.8196798,85,1067.486116
0.0,256,1067.716652
0.91429615,43,1067.760969
0.97427857,14,1067.850102
-0.06667597,34,1068.044833
0.0,256,1068.115
0.0,256,1068.334181
0.89704376,51,1068.423695
0.6875,136,1069.28014
-0.10825317,254,1069.311081
-0.375,221,1069.438619
0.95197165,25,1069.578364
0.0,256,1069.910157
0.7234898,123,1070.008704
-0.6643841,144,1070.15984
0.85467464,70,1070.330502
-0.6027282,164,1070.978515
0.0,256,1071.102546
-0.86150306,67,1071.589805
0.0,256,1071.775049
0.0,256,1071.944514
0.7756046,103,1072.531148
0.0,256,1072.578662
-0.4375,208,1072.989877
0.0,256,1073.094987
-0.6027282,164,1079.700984
0.6931585,134,1079.953769
0.0,256,1080.244749
-0.8904879,54,1080.296201
0.78062475,101,1080.348078
0.93958104,31,1080.443996
0.0,256,1080.814884
0.95606613,23,1080.96196
-0.53764534,183,1081.494745
0.0,256,1081.767087
-3.0,256,1081.821086
-0.8172935,86,1082.327636
0.0,256,1082.415134
-0.4881406,196,1082.624479
-0.6281172,156,1082.692434
-0.788095,98,1082.933921
0.0,256,1083.924013
0.0,256,1084.157797
-0.875,253,1084.209776
0.0,256,1084.43043
-0.6931585,134,1084.734284
0.4098399,214,1085.443075
0.0,256,1085.733759
-0.8408515,76,1085.898719
0.0,256,1085.977532
0.40019527,216,1086.038985
0.9437293,29,1086.085868
-0.98425096,9,1086.101362
-0.8660254,65,1086.425667
-0.5484353,180,1086.862252
0.0,256,1087.55032
0.0,256,1087.567062
0.9457966,28,1087.710656
0.0,256,1087.794798
-0.89921844,50,1087.956321
0.0,256,1088.237026
0.77055174,105,1088.926449
0.0,256,1089.10356
0.0,256,1089.389972
0.85009193,72,1089.534085
0.0,256,1089.598193
0.5694021,174,1089.980752
0.57960117,171,1090.41933
-0.9121575,44,1090.708816
0.5484353,180,1091.05935
0.0,256,1091.06963
0.0,256,1091.127783
0.89704376,51,1091.444658
-0.9437293,29,1097.82585
-0.60917467,162,1098.271189
0.0,256,1098.43142
0.72618437,122,1098.549721
-2.0,256,1098.82443
-0.65550554,147,1099.341921
-0.7577722,110,1099.509454
-0.95197165,25,1099.664593
-1.0,256,1099.812966
0.4098399,214,1099.866291
0.9121575,44,1099.946851
-0.9762812,13,1099.961996
0.98425096,9,1100.017473
-0.6789238,139,1100.203641
0.572822,173,1101.260591
0.0,256,1101.417277
0.0,256,1101.539319
-2.0,256,1101.612256
0.872765,62,1101.908941
-0.98425096,9,1101.969724
-0.78062475,101,1102.057146
0.0,256,1102.839746
0.21650635,245,1103.094057
0.0,256,1103.548723
0.0,256,1103.627892
0.4800716,198,1104.083782
-0.7234898,123,1104.324089
0.85923296,68,1104.493967
0.9013878,49,1104.617208
-2.0,256,1104.701639
0.0,256,1105.164706
-0.6218671,158,1105.52299
0.55551213,178,1105.74613
0.0,256,1106.005473
-2.0,256,1106.727355
0.0,256,1107.084199
0.0,256,1107.2991
0.0,256,1107.578765
-0.84779125,73,1107.756235
-0.09428895,47,1108.028398
0.0,256,1108.279271
0.0,256,1108.685937
0.0,256,1109.172813
-0.95606613,23,1109.311646
0.0,256,1109.617472
-0.88609046,56,1109.665616
0.0,256,1109.91891
0.0,256,1116.457084
0.7551904,111,1116.497535
0.8149003,87,1116.604331
0.8052562,91,1117.157412
0.0,256,1117.443662
-0.5625,176,1117.603881
0.93122905,35,1117.677431
-0.35355338,225,1117.858795
0.85695684,69,1118.028663
-0.7930361,96,1118.632078
0.0,256,1118.77241
-0.646505,150,1118.79825
-0.9354144,33,1118.84376
-0.5153882,189,1118.856506
0.51916397,188,1119.92666
-0.9802742,11,1119.997884
-1.5407207,203,1120.036551
0.97827977,12,1120.078143
-0.9478594,27,1120.234992
0.0,256,1120.291921
0.0,256,1120.316723
-0.872765,62,1120.410813
0.9375,32,1120.485749
0.8772293,60,1120.867484
0.6875,136,1121.157664
0.0,256,1121.824179
-0.6931585,134,1121.972144
0.0,256,1121.994719
0.9013878,49,1122.276792
0.807678,90,1122.352525
0.0,256,1122.419256
-0.8660254,65,1122.817402
-0.79549515,95,1123.376479
0.0,256,1123.519052
0.31868872,231,1123.751492
-0.9078649,46,1123.786948
0.0,256,1123.833056
0.7979466,94,1123.967767
-0.94991773,26,1123.998711
-0.6789238,139,1124.574503
-2.6187184,159,1124.945873
0.0,256,1125.511871
0.0,256,1125.717084
0.85923296,68,1126.161486
0.0,256,1126.425183
0.0,256,1126.76678
0.75259966,112,1127.12509
0.0,256,1127.20214
-0.5,193,1127.404346
0.6614378,145,1127.698619
0.8682777,64,1128.109796
-0.96420306,19,1128.232063
0.53033006,185,1128.308441
-0.5484353,180,1128.566214
0.8454843,74,1156.987782
0.0,256,1157.046197
0.9662266,18,1157.121333
0.0,256,1164.387152
0.25,241,1164.59973
0.45927933,203,1164.710378
0.8882919,55,1164.930259
0.0,256,1164.968315
0.5448624,181,1165.478861
-9.565962,175,1166.011716
-0.9662266,18,1166.115265
0.0,256,1166.250766
0.87945294,59,1166.483577
0.0,256,1166.483643
0.89267856,53,1166.786206
-0.92280143,39,1167.001454
0.0,256,1167.001507
-0.6673174,143,1167.079826
0.97827977,12,1167.152121
0.0,256,1167.950467
-0.65251917,148,1168.016462
0.0,256,1168.516696
0.0,256,1168.516746
0.93958104,31,1168.708834
0.0,256,1169.47317
0.0,256,1169.53399
0.2576941,240,1169.911113
0.0,256,1170.205392
-0.2338536,243,1170.928895
0.0,256,1170.958401
0.0,256,1171.390059
0.0,256,1171.644551
0.90571105,47,1171.644611
-0.95606613,23,1171.783282
0.8149003,87,1172.143701
0.38017267,220,1172.208936
0.0,256,1172.386253
-0.90571105,47,1172.479922
-0.631219,155,1172.677704
-0.7421464,116,1172.837156
0.8291562,81,1173.191568
0.91001374,45,1173.436825
0.65251917,148,1173.71027
-0.8838835,57,1173.767133
0.25,241,1173.818765
0.0,256,1173.993252
0.8291562,81,1174.177485
-0.5484353,180,1174.957442
0.0,256,1175.541515
0.0,256,1175.799937
0.0,57,1175.923358
0.0,256,1176.017136
0.8149003,87,1183.126544
0.0,256,1183.453432
0.0,256,1184.090816
-0.9822646,10,1184.141749
0.0,256,1184.163418
0.0,256,1184.410396
-0.875,61,1184.424155
-0.9702609,16,1184.501439
-0.9581069,22,1184.527805
0.0,256,1184.713367
0.9013878,49,1184.747058
0.63737744,153,1184.882553
0.7930361,96,1185.17148
-0.36569428,154,1185.260239
0.0,256,1185.937419
0.0,256,1186.110975
0.0,256,1186.445783
0.0,256,1186.547142
0.559017,177,1186.912717
-0.8454843,74,1187.31914
0.0,256,1187.511455
0.0,256,1187.813244
0.0,256,1187.911599
-0.9901862,6,1187.952194
-0.85467464,70,1188.210835
-0.8315084,80,1188.632948
0.0,256,1188.68641
0.0,256,1188.888964
-0.8882919,55,1188.945763
0.0,256,1189.345929
0.95606613,23,1189.495574
-0.4330127,209,1189.838592
-0.80282706,92,1189.975419
0.0,256,1190.292241
0.0,256,1190.337854
0.9822646,10,1190.398247
-0.9270248,37,1190.505991
0.92491555,38,1190.72974
-0.4330127,209,1190.993393
0.0,256,1191.387802
0.61237246,161,1191.602473
-2.0,256,1191.809261
-0.649519,149,1191.809309
0.90571105,47,1192.067168
0.0,256,1192.787011
-0.9601432,21,1192.898394
0.0,256,1192.982667
-0.96217525,20,1193.011163
0.98821175,7,1193.05817
0.52663434,186,1193.093332
0.0,256,1193.217758
-0.93958104,31,1193.274165
-0.85238636,71,1193.407924
-0.8772293,60,1193.407983
0.0,26,1193.546401
-0.572822,173,1200.461057
0.0,256,1200.585294
0.0,256,1200.628268
0.0,256,1200.743714
0.9822646,10,1200.801015
-0.8772293,60,1200.929265
-0.89921844,50,1201.041454
-0.89921844,50,1201.293991
-0.6643841,144,1201.31059
-0.95197165,25,1201.422204
0.872765,62,1201.608354
0.92280143,39,1201.608418
0.0,256,1201.736823
-0.572822,173,1201.78975
-0.76546556,107,1202.308398
-1.3952847,217,1202.662793
-0.9601432,21,1202.766944
-0.9722718,15,1202.856001
0.0,256,1202.877352
0.0,256,1203.015997
0.93122905,35,1203.069103
0.6434769,151,1203.0877
0.9291293,36,1203.223456
0.7551904,111,1203.475389
0.4800716,198,1204.127224
0.9164299,42,1204.355356
0.0,256,1204.462972
-0.9662266,18,1204.568991
0.0,256,1204.609141
-0.02172026,12,1204.668707
0.0,256,1204.854737
0.15309311,251,1205.77986
-0.48412293,197,1205.779919
-0.4800716,198,1205.976289
0.0,256,1206.011645
-0.97427857,14,1206.072559
0.87945294,59,1206.131826
0.9078649,46,1206.401137
0.7315437,120,1206.780402
0.53033006,185,1206.873541
-0.7315437,120,1207.518408
0.0,256,1207.568941
0.9270248,37,1207.757967
0.0,256,1207.946702
0.0,256,1208.377512
-0.69033504,135,1208.686927
0.39031237,218,1208.978369
0.0,256,1209.022079
-0.5412659,182,1209.788382
0.0,256,1209.893481
0.0,256,1210.451557
0.0,256,1210.502788
-0.881671,58,1210.777128
0.0,256,1217.206845
0.0,256,1217.334661
0.9291293,36,1217.430926
0.81009257,89,1217.860807
-0.76034534,109,1217.879047
0.0,256,1217.903
0.0,256,1218.174458
-0.8315084,80,1218.313237
-0.93122905,35,1218.378144
-0.59292704,167,1218.833703
0.0,256,1219.284761
-0.5038911,192,1219.355757
-0.91429615,43,1219.538488
0.0,256,1219.779758
0.559017,177,1219.801859
0.95197165,25,1219.931414
0.95197165,25,1220.058926
-0.79549515,95,1220.285836
-0.6584784,146,1220.320056
0.87945294,59,1220.607766
-0.96420306,19,1220.708375
0.0,256,1220.758791
0.93332404,34,1220.9348
0.0,256,1221.451638
0.97427857,14,1221.537758
-0.30618623,233,1221.615528
0.572822,173,1221.694592
0.5484353,180,1221.946764
0.9702609,16,1222.035971
-0.8385255,77,1222.036019
-0.7730823,104,1222.234663
-0.6731456,141,1222.313905
-0.86150306,67,1222.404986
0.89921844,50,1222.530118
0.45500687,204,1223.121758
0.5,193,1223.348012
0.0,256,1223.75153
0.0,256,1223.871142
-0.8149003,87,1224.210427
0.0,256,1224.469495
0.0,256,1224.70471
-0.9013878,49,1224.952372
0.0,256,1225.217248
0.0,256,1225.55172
-0.91001374,45,1225.777662
0.0,256,1225.808707
-0.7315437,120,1225.846589
0.8838835,57,1226.13846
-0.84779125,73,1226.250391
0.0,256,1226.31404
-0.9013878,49,1226.573758
0.8705243,63,1226.909486
0.95197165,25,1227.042166
0.0,256,1227.169232
0.25,241,1227.422458
-0.9013878,49,1227.442359
0.94991773,26,1227.579118
0.0,256,1227.638173
0.7629097,108,1228.019771
0.0,256,1234.52863
-0.5659616,175,1234.615302
-0.94991773,26,1234.690258
-0.91429615,43,1234.927259
0.0,256,1235.120897
0.7577722,110,1235.225429
-0.80039054,93,1235.433912
0.0,256,1235.539186
0.9581069,22,1235.653036
-0.7831228,100,1235.680376
-0.89704376,51,1235.734077
-0.91001374,45,1235.934227
0.836193,78,1236.172112
0.9822646,10,1236.225213
0.79549515,95,1236.443991
-0.9116117,255,1236.692114
0.0,256,1237.144731
0.9601432,21,1237.259062
-0.17677669,249,1237.631649
0.0,256,1237.894826
-0.903552,48,1237.89488
0.72886896,121,1237.932879
0.0,256,1238.102861
-0.7153452,126,1238.581997
-0.96217525,20,1238.703193
0.6343057,154,1238.796882
-0.5229125,187,1238.935424
0.85923296,68,1239.128774
0.9581069,22,1239.243136
-0.73951,117,1239.31036
0.0,256,1239.488706
-0.59947896,165,1239.783414
0.49607837,194,1240.269117
0.788095,98,1240.311054
0.0,256,1240.669911
-0.29973948,234,1240.724459
-0.85467464,70,1241.113386
0.29973948,234,1241.530257
0.20728905,246,1241.636667
0.4635124,202,1241.770057
-0.85467464,70,1242.148384
0.0,256,1242.530612
0.9901862,6,1242.569709
-4.40984,214,1242.742343
0.0,256,1243.091001
0.8660254,65,1243.1281
